,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
1704,False,/rbg3aaRBuMtOoKVS4s9X6zEscqp.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,987419,tt21047870,['ID'],id,Like & Share,Two best friends who create ASMR content together discover a world of personal exploration that leads them both toward harrowing outcomes.,3.197,/mJHBE4REouhFJLR9UKnbRUAW08B.jpg,"[{'id': 14140, 'logo_path': '/tYujZw7UWP1mjWv48eqsjutjqeN.png', 'name': 'Starvision Plus', 'origin_country': 'ID'}, {'id': 120502, 'logo_path': '/amEXVH85PjL1rXVwUarvPzzfEGp.png', 'name': 'Wahana Kreator', 'origin_country': 'ID'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",2022-12-08,0,112,"[{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,See. Listen. Feel.,Like & Share,False,7.1,10
1705,False,/bJtoQOYmm48R0VLwrH5Od0LbapK.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,1234591,tt31015278,"['DE', 'FR', 'IR', 'SE']",fa,کیک محبوب من,"Mahin lives alone in Tehran since her husband’s death and her daughter’s departure for Europe, until an afternoon tea with friends leads her to break her solitary routine and revitalize her love life.",16.551,/gs6XHzRPZWBMUbFkZUwMDgNz0li.jpg,"[{'id': 158953, 'logo_path': None, 'name': 'FilmSazan Javan', 'origin_country': 'IR'}, {'id': 151219, 'logo_path': '/smdTomU9plPH2ikHtP2aZL9xQnp.png', 'name': 'Caractères Productions', 'origin_country': 'FR'}, {'id': 122594, 'logo_path': '/w7CeTbwg9SmhZVilZXh4Yy1yp6Y.png', 'name': 'HOBAB', 'origin_country': 'SE'}, {'id': 93177, 'logo_path': '/8lz5zRZ1RHwXAvTxrrIPKIpqtIp.png', 'name': 'Watchmen Productions', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2024-07-11,0,97,"[{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,My Favourite Cake,False,7.398,54
1706,False,/crR4gCBnZ3uznllG5h8eWyOXmge.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,1008043,tt13920920,"['FR', 'IR']",fa,تفریق,"After a confusing interaction in downtown Tehran, a married couple seems to have found their doppelgängers.",2.561,/iGsBOd9aXPcRAkSODEZBMX5lMTU.jpg,[],"[{'iso_3166_1': 'IR', 'name': 'Iran'}]",2022-11-05,0,107,"[{'english_name': 'Persian', 'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,Subtraction,False,6.9,31
1707,False,/27xckIk5qdMina9WEtnMjp3oJHX.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,519141,tt8767908,['CA'],fr,Matthias & Maxime,"Two childhood best friends are asked to share a kiss for the purposes of a student short film. Soon, a lingering doubt sets in, confronting both men with their preferences, threatening the brotherhood of their social circle, and, eventually, changing their lives.",8.13,/j3DI3UjYBRqIbO1keUU1Bzn5qG6.jpg,"[{'id': 50488, 'logo_path': None, 'name': 'Sons of Manual', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2019-10-09,0,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Best friends forever.,Matthias & Maxime,False,7.1,472
1708,False,/hpJ1qx54UnC918aXGo9l6CCGkuc.jpg,,6800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 9648, 'name': 'Mystery'}]",http://www.sonyclassics.com/incendies/,46738,tt1255953,['CA'],fr,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",26.586,/yH6DAQVgbyj72S66gN4WWVoTjuf.jpg,"[{'id': 313, 'logo_path': '/rx5CT9wUnEz0AcdpcX9epujv7nw.png', 'name': 'TS Productions', 'origin_country': 'FR'}, {'id': 7273, 'logo_path': None, 'name': 'Phi Group', 'origin_country': ''}, {'id': 7029, 'logo_path': '/i49Jb3md21vxSOY3bBXRvCRXYKX.png', 'name': 'micro_scope', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2010-09-17,6788659,131,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The search began at the opening of their mother's will.,Incendies,False,8.1,2813
1709,False,/dlvc9vNkxOkYGQwnY5JROOS8SFb.jpg,,3000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",https://www.artessai.ca/fiction-long/vampire-humaniste-cherche-suicidaire-consentant,988402,tt24216998,['CA'],fr,Vampire humaniste cherche suicidaire consentant,"Sasha is a young vampire with a serious problem: she's too sensitive to kill. When her exasperated parents cut off her blood supply, Sasha's life is in jeopardy. Luckily, she meets Paul, a lonely teenager with suicidal tendencies who is willing to give his life to save hers. But their friendly agreement soon becomes a nocturnal quest to fulfill Paul's last wishes before day breaks.",12.448,/m5OItLBY5T38ew1YI4VSIXjl5G2.jpg,"[{'id': 108505, 'logo_path': '/xRVAK6cm49VHIgWCHpr2ZQBUT9b.png', 'name': 'Art et essai', 'origin_country': 'CA'}, {'id': 140114, 'logo_path': '/698xcYut47M1BexvtGKmKX3Yf0a.png', 'name': 'h264', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2023-10-13,97578,91,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Humanist Vampire Seeking Consenting Suicidal Person,False,7.453,215
1710,False,/dpug6Nd56OakETwEBVTyXrWJasO.jpg,,4000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://www.lionsgate.com/movies/alice-darling,850028,tt11687104,"['CA', 'US']",en,"Alice, Darling","Pushed to the breaking point by Simon, her psychologically abusive boyfriend, Alice becomes an unwitting participant in an intervention staged by her two closest friends while on vacation. As she rediscovers the essence of herself and gains some much-needed perspective, she slowly starts to fray the cords of codependency that bind her. However, Simon's vengeance is as inevitable as it is shattering, and once unleashed, it tests her strength, her courage, and the bonds of deep-rooted friendships.",10.525,/3QpO7dxLXBdPgWpNLKvRNojz7bv.jpg,"[{'id': 117678, 'logo_path': None, 'name': 'Babe Nation Films', 'origin_country': 'CA'}, {'id': 82552, 'logo_path': '/cLEXKtCpRQs0meQwT7HK6u3QmRH.png', 'name': 'Elevation Pictures', 'origin_country': 'CA'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-12-30,121067,90,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes the hardest thing to see is the truth.,"Alice, Darling",False,5.63,223
1711,False,/qclL4zkea2cu7O0i6QE3X5b4nbc.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,912520,tt22487338,['CA'],fr,Simple comme Sylvain,"Sophia is a philosophy professor in Montreal and has lived as a couple with Xavier for 10 years. Sylvain is a carpenter in the Laurentians and must renovate their country house. When Sophia meets Sylvain for the first time, it’s love at first sight. Opposites attract, but can it last?",14.319,/u4IbLxbb1p9X9pMAUn4ddJztO60.jpg,"[{'id': 13839, 'logo_path': '/125UdB9wgDkY2RNpjgCiKyk3Dll.png', 'name': 'Metafilms', 'origin_country': 'CA'}, {'id': 165902, 'logo_path': None, 'name': 'MK Productions', 'origin_country': ''}, {'id': 89786, 'logo_path': None, 'name': 'MK Films', 'origin_country': ''}, {'id': 140863, 'logo_path': None, 'name': 'Fonds Quebecor', 'origin_country': ''}, {'id': 9115, 'logo_path': None, 'name': 'Société Radio-Canada', 'origin_country': 'CA'}, {'id': 157740, 'logo_path': '/psBLfwHCfU9A4U9bWmeWF8AlSqr.png', 'name': 'Crave', 'origin_country': 'CA'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 202839, 'logo_path': None, 'name': 'Cinémage 17', 'origin_country': 'FR'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2023-09-22,2349665,110,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Nature of Love,False,7.3,166
1712,False,/83g3gkDw6oc2mxkyB8DSoXQZJHl.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,912480,tt22207786,['CA'],fr,Les chambres rouges,"The high-profile case of serial killer Ludovic Chevalier has just gone to trial, and Kelly-Anne is obsessed. When reality blurs with her morbid fantasies, she goes down a dark path to seek the final piece of the case’s puzzle.",23.461,/wyVtWLItC0tHFSM1UqLL45hf7Rk.jpg,"[{'id': 73017, 'logo_path': '/8Mqi46hTurhP1elDa6EsgH6S9oh.png', 'name': 'Némésis Films', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2023-08-11,88902,118,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"We see you, and you are obscene.",Red Rooms,False,7.079,252
1713,False,/mbyjLkbVcHdTdc3gEUeHEWn8kmw.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,923387,tt7636728,['BE'],nl,Het smelt,"Many years after a sweltering summer that spun out of control, Eva returns to the village she grew up in with an ice block in the back of her car. In the dead of winter, she confronts her past and faces up to her tormentors.",5.904,/qRIumYQP6kni5HLcCio175uPmTd.jpg,"[{'id': 7115, 'logo_path': '/o2EG4i2JfK1o3EaXuaBKXo1PDlz.png', 'name': 'Savage Film', 'origin_country': 'BE'}, {'id': 191627, 'logo_path': '/cs7ElpngXdpy2EFKHkCQ0nswA46.png', 'name': 'Flanders Image', 'origin_country': 'BE'}, {'id': 72900, 'logo_path': '/1GjwC6BHLBrZMRYlPeKYT4IHmIb.png', 'name': 'PRPL', 'origin_country': 'NL'}, {'id': 3040, 'logo_path': '/aZww3B7RCFAMV1qrDZDrdeB8qcI.png', 'name': 'Versus Production', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2023-10-25,0,111,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,When It Melts,False,6.5,19
1714,False,/emX0jjs6Hnm82PVHGr0ukbYyEfb.jpg,,2700000,"[{'id': 18, 'name': 'Drama'}]",https://www.agatfilms-exnihilo.com/en/catalogue/films/holly/,989496,tt13866832,"['BE', 'FR', 'NL', 'LU']",fr,Holly,"After Holly seems to have predicted a deadly school fire, all eyes are on her. Her teacher invites her to volunteer in the grieving community. Holly gives peace, warmth, and hope. Soon people start demanding more and more of her.",5.889,/z3eFXTEahAvuoeXqeun7JonlXDO.jpg,"[{'id': 11931, 'logo_path': '/38bX28MdtlhBIgwv71KPqBqE7lO.png', 'name': 'Prime Time', 'origin_country': 'BE'}, {'id': 1926, 'logo_path': '/sORCydQs61kwWqRIIzPiBpgVVag.png', 'name': 'Les Films du Fleuve', 'origin_country': 'BE'}, {'id': 207, 'logo_path': '/uskenzq65wJe0cT0D8StQI3hJnO.png', 'name': 'Agat Films & Cie / Ex Nihilo', 'origin_country': 'FR'}, {'id': 24845, 'logo_path': '/eRT3fMGdAaQaFyOYXMEIt8GCe6I.png', 'name': 'Topkapi Films', 'origin_country': 'NL'}, {'id': 210674, 'logo_path': '/bxIMDLC3T8FCZxq3eI9LmeNe1Nb.png', 'name': 'Tabiki Film', 'origin_country': 'NL'}, {'id': 187103, 'logo_path': '/bxvMPyh4GId2c0WteMObqrtQ5oH.png', 'name': 'Mirage Films', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2023-11-22,0,102,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Holly,False,5.2,10
1715,False,/lQovCxNW03sEmIY0pBDFodESZcW.jpg,,2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,989232,tt27812279,['BE'],fr,Le Syndrome des amours passées,"Remy and Sandra can't have children because they suffer from the ""Past Loves Syndrome"". To heal, there is only one solution, they must sleep with all their exes once.",2.523,/oWiEsOT3ND1k4nzeTq0Xg4dMN7b.jpg,"[{'id': 12557, 'logo_path': '/fUB3QSaha2RDP2EyYNKMmwpRJAY.png', 'name': 'Hélicotronc', 'origin_country': 'BE'}, {'id': 117410, 'logo_path': '/5fIJKWNV210KQaI9umXhvXxmZzo.png', 'name': 'Tripode Productions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2023-09-20,0,89,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The (Ex)perience of Love,False,6.1,27
1716,False,/rBgzI1a126JWA7YJd7p1NBmC61z.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://gkids.com/films/the-first-slam-dunk/,783675,tt15242330,['JP'],ja,THE FIRST SLAM DUNK,"Shohoku's “speedster” and point guard, Ryota Miyagi, always plays with brains and lightning speed, running circles around his opponents while feigning composure. In his second year of high school, Ryota plays with the Shohoku High School basketball team along with Sakuragi, Rukawa, Akagi, and Mitsui as they take the stage at the Inter-High School National Championship. And now, they are on the brink of challenging the reigning champions, Sannoh Kogyo High School.",19.598,/7i3EBXY87HdHagCoFbmjHQ8DlkG.jpg,"[{'id': 5542, 'logo_path': '/ayE4LIqoAWotavo7xdvYngwqGML.png', 'name': 'Toei Animation', 'origin_country': 'JP'}, {'id': 5822, 'logo_path': '/qyTbRgCyU9NLKvKaiQVbadtr7RY.png', 'name': 'Toei Company', 'origin_country': 'JP'}, {'id': 67224, 'logo_path': '/dVBetkMxe122JaROHwoOyvqznTF.png', 'name': 'DandeLion Animation Studio', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2022-12-03,258000000,125,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,17 years and... 40 minutes.,The First Slam Dunk,False,7.787,417
1717,False,/cZmOrIOkJ2SNfVdiO85dUbOAYnL.jpg,"{'id': 1012210, 'name': 'Haikyu!! Final', 'poster_path': '/sgvF6PVEvWbVbBSlPkz5fEwB8rH.jpg', 'backdrop_path': '/i8h8eyhoUu05hKLsOZHE4zqPwdm.jpg'}",5000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",https://www.haikyumovie.com,1012201,tt30476486,['JP'],ja,劇場版ハイキュー!! ゴミ捨て場の決戦,"Shoyo Hinata joins Karasuno High's volleyball club to be like his idol, a former Karasuno player known as the 'Little Giant'. But Hinata soon learns that he must team up with his middle school nemesis, Tobio Kageyama. Their clashing styles form a surprising weapon, but can their newfound teamwork defeat their rival Nekoma High in the highly anticipated 'Dumpster Battle', the long awaited ultimate showdown between two opposing underdog teams?",41.825,/ntRU0OA4etGGiMMmH1Yw0bnaMdW.jpg,"[{'id': 529, 'logo_path': '/rwB6w2aPENQbx756pBWSw44Ouk.png', 'name': 'Production I.G', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}, {'id': 2918, 'logo_path': '/gyEWUBWwqrm3H5T2hkERD9LxpOq.png', 'name': 'Shueisha', 'origin_country': 'JP'}, {'id': 3363, 'logo_path': '/sj3vD7n63bTCih7bcf6GnWvRf1Q.png', 'name': 'MBS', 'origin_country': 'JP'}, {'id': 1778, 'logo_path': '/b5rT6VbYza3LyfltCmz1OcqzWJM.png', 'name': 'dentsu', 'origin_country': 'JP'}, {'id': 648, 'logo_path': '/s811As3dkcqSgl4nEWEVYfJVVxh.png', 'name': 'Sony Music Entertainment', 'origin_country': 'JP'}, {'id': 3466, 'logo_path': '/lmCg0zarmM52wrmsZRUY0QlPKLh.png', 'name': 'movic', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2024-02-16,100255784,85,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,"Let's play a game that can't be ""repeated.""",HAIKYU!! The Dumpster Battle,False,7.578,166
1718,False,/75nSb1fbWooipwcSU5bUttiOriI.jpg,,50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",https://gkids.com/films/the-boy-and-the-heron/,508883,tt6587046,['JP'],ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",72.652,/f4oZTcfGrVTXKTWg157AwikXqmP.jpg,"[{'id': 10342, 'logo_path': '/eS79pslnoKbWg7t3PMA9ayl0bGs.png', 'name': 'Studio Ghibli', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2023-07-14,294200000,124,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,"Where death comes to an end, life finds a new beginning.",The Boy and the Heron,False,7.5,2002
1719,False,/vW7lwVHkRePHzayZfoKOyYBeZqO.jpg,"{'id': 117354, 'name': 'Crayon Shin-chan Collection', 'poster_path': '/byaQpxzuzO1PDZ7yvA9zyB7krdn.jpg', 'backdrop_path': '/fOk4eUe2nNyErJEi8pukiClhUZV.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.shinchan-movie.com/2024/,1221404,tt30400536,['JP'],ja,映画クレヨンしんちゃん オラたちの恐竜日記,"Follow the friendship between the Nobara family's pet dog Shiro and a ""small dinosaur"". Their connection helps the growth of Shinnosuke and the Kusakabe Defense Squad.",61.765,/mvn8s24w04DzbIcFyo15jLl7h64.jpg,"[{'id': 5141, 'logo_path': '/fK2QKfHdSdw42Xx4MiD7KhDufBV.png', 'name': 'Shin-Ei Animation', 'origin_country': 'JP'}, {'id': 62866, 'logo_path': '/uYawQ0Lb8smRXNNCoq8gTHG92Pz.png', 'name': 'Futabasha', 'origin_country': 'JP'}, {'id': 4720, 'logo_path': '/7wQgZTA4FCkFMDedBYVZiVE87c7.png', 'name': 'Asatsu-DK', 'origin_country': 'JP'}, {'id': 9300, 'logo_path': '/9sSD1XufVCJWAadNiC9Mwu994VD.png', 'name': 'TV Asahi', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2024-08-09,21478573,106,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,When a brief encounter sparks a heartfelt bond.,Crayon Shin-chan the Movie: Our Dinosaur Diary,False,6.0,13
1720,False,/1MzBCKjwDyQg2Cu8XJR8Ox59sWY.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",https://gkids.com/films/look-back,1244492,tt31711040,['JP'],ja,ルックバック,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",56.981,/4f2EcNkp1Mvp9wE5w7HKxcmACWg.jpg,"[{'id': 136998, 'logo_path': '/4Gw6jh3aUoJArMECqQ8ZXV7OjB8.png', 'name': 'Studio Durian', 'origin_country': 'JP'}, {'id': 55938, 'logo_path': '/ku5PUEwBjUx8XaYikgaXRVLIMbb.png', 'name': 'avex pictures', 'origin_country': 'JP'}, {'id': 2918, 'logo_path': '/gyEWUBWwqrm3H5T2hkERD9LxpOq.png', 'name': 'Shueisha', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2024-06-28,12648664,58,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Manga drew them together. Life made them best friends.,Look Back,False,8.0,283
1721,False,/Z3mSxuPRNiFYxf1LBoGz3YrJzC.jpg,"{'id': 148065, 'name': 'Doraemon Movies', 'poster_path': '/4TLSP1KD1uAlp2q1rTrc6SFlktX.jpg', 'backdrop_path': '/rc6OFcSasL5YxBRPUQVwxmVF6h5.jpg'}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",,1148677,tt29402528,['JP'],ja,映画ドラえもん のび太の地球交響楽,Music exists in our daily lives for granted. But what would happen if music disappeared from the earth? This is a completely original story about Doraemon and his friends who are trying to save the earth from a crisis with the familiar theme of music!,11.134,/1W5Kg4K27U3dx9Kxb8DaE6WFLHI.jpg,"[{'id': 15329, 'logo_path': None, 'name': 'Fujiko Productions', 'origin_country': 'JP'}, {'id': 173235, 'logo_path': '/nkfGU0YSf1O1tTVBwyaDkE7yBCv.png', 'name': 'ADK Emotions', 'origin_country': 'JP'}, {'id': 9149, 'logo_path': '/isLUpud9N56ifftJZ4XvzwBBpoG.png', 'name': 'Shogakukan', 'origin_country': 'JP'}, {'id': 9300, 'logo_path': '/9sSD1XufVCJWAadNiC9Mwu994VD.png', 'name': 'TV Asahi', 'origin_country': 'JP'}, {'id': 5141, 'logo_path': '/fK2QKfHdSdw42Xx4MiD7KhDufBV.png', 'name': 'Shin-Ei Animation', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2024-03-01,33399912,115,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Doraemon the Movie: Nobita's Earth Symphony,False,7.1,13
1722,False,/zaAo7ytwAIaQZxIPBC4kfRSPlM0.jpg,"{'id': 148065, 'name': 'Doraemon Movies', 'poster_path': '/4TLSP1KD1uAlp2q1rTrc6SFlktX.jpg', 'backdrop_path': '/rc6OFcSasL5YxBRPUQVwxmVF6h5.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",https://doraeiga.com/2023/,1030587,tt21223380,['JP'],ja,映画ドラえもん のび太と空の理想郷,"Doraemon, Nobita and his friends go to find Utopia, a perfect land in the sky where everyone lives with happiness, using an airship having a time warp function.",5.814,/uux6M8z3hxLDkq8LXSzq8528mrq.jpg,"[{'id': 5141, 'logo_path': '/fK2QKfHdSdw42Xx4MiD7KhDufBV.png', 'name': 'Shin-Ei Animation', 'origin_country': 'JP'}, {'id': 882, 'logo_path': '/fRSWWjquvzcHjACbtF53utZFIll.png', 'name': 'TOHO', 'origin_country': 'JP'}, {'id': 15329, 'logo_path': None, 'name': 'Fujiko Productions', 'origin_country': 'JP'}, {'id': 9149, 'logo_path': '/isLUpud9N56ifftJZ4XvzwBBpoG.png', 'name': 'Shogakukan', 'origin_country': 'JP'}, {'id': 9300, 'logo_path': '/9sSD1XufVCJWAadNiC9Mwu994VD.png', 'name': 'TV Asahi', 'origin_country': 'JP'}, {'id': 173235, 'logo_path': '/nkfGU0YSf1O1tTVBwyaDkE7yBCv.png', 'name': 'ADK Emotions', 'origin_country': 'JP'}, {'id': 12655, 'logo_path': '/dfGqf2NoMVPrDywDL90D5HAhBlW.png', 'name': 'Shogakukan-Shueisha Productions', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2023-03-03,37475850,107,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Doraemon the Movie: Nobita's Sky Utopia,False,7.0,35
1723,False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,,23500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",,128,tt0119698,['JP'],ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",44.241,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,"[{'id': 10342, 'logo_path': '/eS79pslnoKbWg7t3PMA9ayl0bGs.png', 'name': 'Studio Ghibli', 'origin_country': 'JP'}, {'id': 12516, 'logo_path': None, 'name': 'Nibariki', 'origin_country': 'JP'}, {'id': 2752, 'logo_path': '/qEGEoCAV9FWAuohymR5I0vjJMgM.png', 'name': 'dentsu Music And Entertainment', 'origin_country': 'JP'}, {'id': 67681, 'logo_path': None, 'name': 'TNDG', 'origin_country': ''}, {'id': 1779, 'logo_path': '/41nGzTdCnORYZIZzaGZtfsBwQCl.png', 'name': 'Tokuma Shoten', 'origin_country': 'JP'}, {'id': 6755, 'logo_path': '/c0ENH8QeZLvCACpzCpwvYMy2SDr.png', 'name': 'Nippon Television Network Corporation', 'origin_country': 'JP'}, {'id': 1778, 'logo_path': '/b5rT6VbYza3LyfltCmz1OcqzWJM.png', 'name': 'dentsu', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-07-12,169000000,134,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,The fate of the world rests on the courage of one warrior.,Princess Mononoke,False,8.334,8151
